Biosample,Contig,Genus,Species,Predicted_mobility,Size,Relaxase,PCN,Percentage_DNA_load,Total_DNA_load,Replicon_type,Replicon_form,Chromosome_size,GC,Plasmids_per_cell,Topology,Predicted_PTU
GCF_013625115,NZ_CP058152.1,Enterobacter,Enterobacter hormaechei,mobilizable,2495,No MOB,50.7492094397238,2.63753181172954,126619.277552111,rep_cluster_2335,Single replicons,4800673,51.4629258517034,3,circular,-
GCF_013625115,NZ_CP058150.1,Enterobacter,Enterobacter hormaechei,non-mobilizable,111966,No MOB,1.35244249294868,3.15429891112125,151427.576165492,"IncFIB,IncFII",Multiple replicons,4800673,52.9857278102281,3,circular,PTU-E60
GCF_013625115,NZ_CP058151.1,Enterobacter,Enterobacter hormaechei,mobilizable,84905,No MOB,2.24900187539816,3.9775986456624,190951.504230681,"IncFIA,rep_cluster_1418",Multiple replicons,4800673,52.1900948118485,3,circular,-
GCF_013625265,NZ_CP058156.1,Enterobacter,Enterobacter hormaechei,mobilizable,2511,No MOB,25.8787793157005,1.37130260510894,64981.6148617241,"rep_cluster_2335,rep_cluster_2358",Multiple replicons,4738678,51.8120270808443,3,circular,-
GCF_013625265,NZ_CP058154.1,Enterobacter,Enterobacter hormaechei,conjugative,113845,MOBF,1.75523013288936,4.21687598268524,199824.174478789,"IncFII,IncR",Multiple replicons,4738678,54.3036584830252,3,circular,-
GCF_013625265,NZ_CP058155.1,Enterobacter,Enterobacter hormaechei,mobilizable,60671,No MOB,2.720722957328,3.48343952773426,165068.982544047,"IncFIA,IncFIB",Multiple replicons,4738678,52.9659969342849,3,circular,-
GCF_013625435,NZ_CP058159.1,Enterobacter,Enterobacter hormaechei,mobilizable,2495,No MOB,61.9784985072799,3.21730833221496,154636.353775663,"rep_cluster_2335,rep_cluster_2358",Multiple replicons,4806389,51.4629258517034,2,circular,-
GCF_013625575,NZ_CP058163.1,Enterobacter,Enterobacter hormaechei,mobilizable,2511,No MOB,22.7203382826533,1.20420559549628,57050.7694277424,rep_cluster_2335,Single replicons,4737627,51.8120270808443,3,circular,-
GCF_013625575,NZ_CP058161.1,Enterobacter,Enterobacter hormaechei,conjugative,113845,MOBF,1.30019061004058,3.12435318356785,148020.20000007,"IncFII,IncR",Multiple replicons,4737627,54.2983881593395,3,circular,-
GCF_013625575,NZ_CP058162.1,Enterobacter,Enterobacter hormaechei,mobilizable,50583,No MOB,1.97878127251383,2.11271788825011,100092.693107567,"IncFIA,IncFIB",Multiple replicons,4737627,52.5413676531641,3,circular,-
GCF_013625795,NZ_CP058165.1,Enterobacter,Enterobacter hormaechei,conjugative,206287,MOBF,1.61655342897055,7.07779726845833,333473.957202049,"IncFIB,IncFII,rep_cluster_2183",Multiple replicons,4711550,53.1138656338015,2,circular,PTU-E18
GCF_013625795,NZ_CP058166.1,Enterobacter,Enterobacter hormaechei,mobilizable,9923,Multiple MOB,38.1379054739562,8.03222795084564,378442.436018068,ColRNAI_rep_cluster_1987,Single replicons,4711550,57.2911417917968,2,circular,-
GCF_013629235,NZ_CP058171.1,Enterobacter,Enterobacter hormaechei,mobilizable,2495,No MOB,42.4035363330286,2.21798041894058,105796.823150906,rep_cluster_2335,Single replicons,4769962,51.4629258517034,4,circular,PTU-E52
GCF_013629235,NZ_CP058170.1,Enterobacter,Enterobacter hormaechei,mobilizable,4990,MOBP,34.7433429190601,3.63460508000084,173369.28116611,rep_cluster_2335,Single replicons,4769962,51.8637274549098,4,circular,PTU-E3
GCF_013629235,NZ_CP058168.1,Enterobacter,Enterobacter hormaechei,mobilizable,77568,No MOB,1.46331382447203,2.3796065196462,113506.326736646,"IncFIA,IncR",Multiple replicons,4769962,53.6148927392739,4,circular,-
GCF_013629235,NZ_CP058169.1,Enterobacter,Enterobacter hormaechei,mobilizable,61064,No MOB,1.39715975800049,1.78861306363744,85316.1634625416,"IncFIA,IncFIB",Multiple replicons,4769962,52.7888772435478,4,circular,-
GCF_013629455,NZ_CP058174.1,Enterobacter,Enterobacter hormaechei,mobilizable,4426,Multiple MOB,73.5752164509197,6.43378760915605,325643.90801177,"rep_cluster_2335,rep_cluster_2358",Multiple replicons,5061465,53.9313149570718,2,circular,PTU-E3
GCF_013629455,NZ_CP058173.1,Enterobacter,Enterobacter hormaechei,non-mobilizable,62863,No MOB,1.51709428366842,1.88421925182231,95369.097954248,IncR,Single replicons,5061465,53.3493469926666,2,circular,-
GCF_013629675,NZ_CP058176.1,Enterobacter,Enterobacter hormaechei,non-mobilizable,66209,No MOB,2.31927678435359,3.18726936658459,153556.996615267,rep_cluster_1798,Single replicons,4817823,52.3176607409869,4,circular,-
GCF_013629675,NZ_CP058178.1,Enterobacter,Enterobacter hormaechei,mobilizable,31308,No MOB,2.78648047603999,1.81075831851564,87239.1307438599,IncR,Single replicons,4817823,52.3827775648397,4,circular,-
GCF_013629675,NZ_CP058177.1,Enterobacter,Enterobacter hormaechei,mobilizable,60669,No MOB,1.74912070836712,2.20260072352024,106117.404255925,"IncFIA,IncFIB",Multiple replicons,4817823,49.4437027147308,4,circular,-
GCF_013629675,NZ_CP058179.1,Enterobacter,Enterobacter hormaechei,mobilizable,4096,Multiple MOB,34.2272977788164,2.90992449706085,140195.011702032,ColRNAI_rep_cluster_1987,Single replicons,4817823,55.517578125,4,circular,PTU-E3
GCF_013635255,NZ_CP058190.1,Enterobacter,Enterobacter hormaechei,mobilizable,2495,No MOB,66.0818400076609,3.43898784942247,164874.190819114,"rep_cluster_2335,rep_cluster_2358",Multiple replicons,4794265,51.4629258517034,3,circular,-
GCF_013635255,NZ_CP058188.1,Enterobacter,Enterobacter hormaechei,conjugative,169857,MOBF,1.09305537664437,3.87260835833402,185663.107110682,"IncFIB,IncFII,IncFII",Multiple replicons,4794265,53.2206503117328,3,circular,-
GCF_013635255,NZ_CP058189.1,Enterobacter,Enterobacter hormaechei,non-mobilizable,67584,No MOB,2.59252552742623,3.65464247899468,175213.245245574,-,Single replicons,4794265,55.4332386363636,3,circular,-
GCF_013635495,NZ_CP058195.1,Enterobacter,Enterobacter hormaechei,mobilizable,2495,No MOB,20.8790489863622,1.05840766795108,52093.2272209738,rep_cluster_2335,Single replicons,4921849,51.4629258517034,4,circular,-
GCF_013635495,NZ_CP058194.1,Enterobacter,Enterobacter hormaechei,mobilizable,4161,MOBQ,18.3709422936179,1.55310516197762,76441.4908837439,-,Single replicons,4921849,37.2025955299207,4,circular,-
GCF_013635495,NZ_CP058193.1,Enterobacter,Enterobacter hormaechei,mobilizable,6013,MOBP,6.43211780623482,0.785808836656508,38676.32436889,-,Single replicons,4921849,45.3018460003326,4,circular,-
GCF_013635755,NZ_CP058205.1,Enterobacter,Enterobacter roggenkampii,mobilizable,2495,No MOB,105.33766875545,5.85891963503339,262817.483544848,"rep_cluster_2335,rep_cluster_2358",Multiple replicons,4485767,51.4228456913828,10,circular,-
GCF_013635755,NZ_CP058206.1,Enterobacter,Enterobacter roggenkampii,non-mobilizable,2345,No MOB,84.9784220335198,4.44237071761872,199274.399668604,rep_cluster_2335,Single replicons,4485767,49.5095948827292,10,circular,-
GCF_013635755,NZ_CP058200.1,Enterobacter,Enterobacter roggenkampii,mobilizable,4783,Multiple MOB,56.5735415514601,6.0322181076421,270591.249240634,rep_cluster_2335,Single replicons,4485767,52.4984319464771,10,circular,PTU-E3
GCF_013635755,NZ_CP058202.1,Enterobacter,Enterobacter roggenkampii,mobilizable,3966,MOBQ,94.3532276224557,8.34204943659935,374204.900750659,rep_cluster_1451,Single replicons,4485767,37.2163388804841,10,circular,-
GCF_013635755,NZ_CP058197.1,Enterobacter,Enterobacter roggenkampii,conjugative,176631,MOBF,1.5756340459302,6.20419690025577,278305.817166696,"IncFII,rep_cluster_2183",Multiple replicons,4485767,52.8123602312165,10,circular,-
GCF_013635755,NZ_CP058198.1,Enterobacter,Enterobacter roggenkampii,mobilizable,108466,No MOB,1.75127148159176,4.23458045240273,189953.412522332,"IncFIA,IncFIB",Multiple replicons,4485767,51.8844614902366,10,circular,-
GCF_013635755,NZ_CP058204.1,Enterobacter,Enterobacter roggenkampii,mobilizable,3141,MOBV,150.553755822362,10.5419953162534,472889.347038039,-,Single replicons,4485767,45.9407831900669,10,circular,-
GCF_013635755,NZ_CP058203.1,Enterobacter,Enterobacter roggenkampii,mobilizable,3573,MOBP,37.2353267833975,2.96586565011244,133041.822597079,-,Single replicons,4485767,58.6901763224181,10,circular,PTU-E37
GCF_013635755,NZ_CP058201.1,Enterobacter,Enterobacter roggenkampii,non-mobilizable,4509,No MOB,78.5087707637663,7.89153889120461,353996.047373822,-,Single replicons,4485767,51.4748281215347,10,circular,-
GCF_013635755,NZ_CP058199.1,Enterobacter,Enterobacter roggenkampii,non-mobilizable,11613,No MOB,49.5591538034115,12.8301459509381,575530.453119018,-,Single replicons,4485767,61.5258761732541,10,circular,-
GCF_013725995,NZ_CP056131.1,Enterobacter,Enterobacter roggenkampii,non-mobilizable,78977,No MOB,1.28193524885068,2.11229064319385,101243.40014848,IncR,Single replicons,4793062,51.6745381566785,2,circular,-
GCF_013726395,NZ_CP056135.1,Enterobacter,Enterobacter hormaechei,mobilizable,2495,No MOB,92.691509903916,4.85208198143743,231265.31721027,rep_cluster_2335,Single replicons,4766311,51.4629258517034,3,circular,PTU-?
GCF_013726395,NZ_CP056134.1,Enterobacter,Enterobacter hormaechei,mobilizable,3875,MOBP,57.9301268800034,4.70970613667495,224479.241660013,rep_cluster_2335,Single replicons,4766311,55.5870967741935,3,circular,PTU-E3
GCF_013726395,NZ_CP056133.1,Enterobacter,Enterobacter hormaechei,mobilizable,76485,No MOB,3.17530460673818,5.09541179428639,242863.17284637,"IncFIA,IncFIB",Multiple replicons,4766311,54.2393933451003,3,circular,-
GCF_013731155,NZ_CP056158.1,Enterobacter,Enterobacter hormaechei,mobilizable,2494,No MOB,79.583754489568,4.51210043686081,198481.883696983,rep_cluster_2335,Single replicons,4398880,51.4835605453087,3,circular,PTU-E52
GCF_013731155,NZ_CP056157.1,Enterobacter,Enterobacter hormaechei,conjugative,125868,MOBF,1.08129957068478,3.09399243359564,136101.014362952,"IncFIB,IncFII",Multiple replicons,4398880,51.4832999650427,3,circular,-
GCF_013731155,NZ_CP056156.1,Enterobacter,Enterobacter hormaechei,non-mobilizable,361638,No MOB,2.039544135676,16.7673740165132,737576.662137598,-,Single replicons,4398880,54.7525425978465,3,circular,-
GCF_013733395,NZ_CP056171.1,Enterobacter,Enterobacter roggenkampii,mobilizable,5365,Multiple MOB,88.3952908257843,9.94207249207675,474240.735280333,rep_cluster_2373,Single replicons,4770039,50.8108108108108,5,circular,-
GCF_013733395,NZ_CP056173.1,Enterobacter,Enterobacter roggenkampii,mobilizable,4783,Multiple MOB,81.4711146864398,8.16924854378007,389676.341545241,rep_cluster_2335,Single replicons,4770039,52.5193393267824,5,circular,PTU-E3
GCF_013733395,NZ_CP056170.1,Enterobacter,Enterobacter roggenkampii,non-mobilizable,26712,No MOB,3.87577629323913,2.17041697866629,103529.736345004,rep_cluster_2268,Single replicons,4770039,52.7777777777778,5,circular,-
GCF_013733395,NZ_CP056172.1,Enterobacter,Enterobacter roggenkampii,non-mobilizable,4804,No MOB,80.8306390122766,8.14061247329376,388310.389814977,ColRNAI_rep_cluster_1987,Single replicons,4770039,46.315570358035,5,circular,-
GCF_013734275,NZ_CP056680.1,Enterobacter,Enterobacter hormaechei,mobilizable,2495,No MOB,50.1102352590478,2.48416289688624,125025.036971324,rep_cluster_2335,Single replicons,5032884,51.4629258517034,5,circular,PTU-E76
GCF_013734275,NZ_CP056679.1,Enterobacter,Enterobacter hormaechei,mobilizable,4858,MOBP,37.3526857004548,3.60547445823924,181459.347132809,rep_cluster_2335,Single replicons,5032884,52.3672293124743,5,circular,PTU-E3
GCF_013734275,NZ_CP056681.1,Enterobacter,Enterobacter hormaechei,non-mobilizable,1329,No MOB,21.737579978473,0.574009728644462,28889.2437913906,-,Single replicons,5032884,39.8043641835967,5,circular,-
GCF_013734915,NZ_CP056695.1,Enterobacter,Enterobacter hormaechei,mobilizable,4665,Multiple MOB,84.8818806941813,8.13012282093471,395973.973438356,rep_cluster_2335,Single replicons,4870455,51.1254019292604,5,circular,PTU-E3
GCF_013734915,NZ_CP056694.1,Enterobacter,Enterobacter hormaechei,mobilizable,4858,Multiple MOB,50.2166561615785,5.00882393191085,243952.515632949,rep_cluster_2335,Single replicons,4870455,52.3878139151914,5,circular,PTU-E3
GCF_013734915,NZ_CP056693.1,Enterobacter,Enterobacter hormaechei,conjugative,60264,MOBF,6.0501942926735,7.48613648732358,364608.908853676,IncN,Single replicons,4870455,52.8458117615824,5,circular,PTU-N1
GCF_013734915,NZ_CP056692.1,Enterobacter,Enterobacter hormaechei,non-mobilizable,109281,No MOB,1.37857605628384,3.09318472312657,150652.170006754,"IncFIB,IncFII",Multiple replicons,4870455,53.0330066525746,5,circular,PTU-E60
GCF_013734915,NZ_CP056696.1,Enterobacter,Enterobacter hormaechei,mobilizable,4096,MOBP,46.6771642341886,3.92549904892328,191189.664703236,ColRNAI_rep_cluster_1987,Single replicons,4870455,55.517578125,5,circular,PTU-E3
GCF_013738375,NZ_CP056726.1,Enterobacter,Enterobacter hormaechei,mobilizable,2494,No MOB,22.1128869839139,1.11655606571116,55149.5401378812,rep_cluster_2335,Single replicons,4939254,51.4835605453087,7,circular,-
GCF_013738375,NZ_CP056725.1,Enterobacter,Enterobacter hormaechei,mobilizable,4783,Multiple MOB,34.933490709201,3.38283647818291,167086.886062109,rep_cluster_2335,Single replicons,4939254,52.5193393267824,7,circular,PTU-E3
GCF_013738375,NZ_CP056724.1,Enterobacter,Enterobacter hormaechei,mobilizable,4859,MOBP,19.1193141100381,1.88086596195853,92900.747260675,rep_cluster_2335,Single replicons,4939254,52.3976126775057,7,circular,PTU-E3
GCF_013738375,NZ_CP056723.1,Enterobacter,Enterobacter hormaechei,non-mobilizable,6974,No MOB,25.1885070263305,3.55650160938532,175664.648001629,rep_cluster_2327,Single replicons,4939254,47.2755950673932,7,circular,-
GCF_013738375,NZ_CP056722.1,Enterobacter,Enterobacter hormaechei,non-mobilizable,15144,No MOB,14.2093911276314,4.35667044531117,215187.01923685,-,Single replicons,4939254,55.4080824088748,7,circular,-
GCF_013739595,NZ_CP056666.1,Enterobacter,Enterobacter hormaechei,mobilizable,4858,MOBP,38.0788369150835,3.76113047066388,184986.989733476,rep_cluster_2335,Single replicons,4918388,52.3878139151914,4,circular,PTU-E3
GCF_013739595,NZ_CP056664.1,Enterobacter,Enterobacter hormaechei,conjugative,106339,Multiple MOB,2.93722741705545,6.35049179329202,312341.826302259,"IncFIB,IncFII,rep_cluster_2358",Multiple replicons,4918388,54.4597936787068,4,circular,-
GCF_013739595,NZ_CP056665.1,Enterobacter,Enterobacter hormaechei,non-mobilizable,83283,No MOB,2.63138128400028,4.45571450392681,219149.327475396,"IncFIB,IncFII",Multiple replicons,4918388,52.2195406025239,4,circular,PTU-E60
GCF_013739595,NZ_CP056667.1,Enterobacter,Enterobacter hormaechei,non-mobilizable,4803,No MOB,60.2142715365036,5.88016126807862,289209.146189827,ColRNAI_rep_cluster_1987,Single replicons,4918388,46.3252134082865,4,circular,-
GCF_013740195,NZ_CP056715.1,Enterobacter,Enterobacter asburiae,mobilizable,3708,Multiple MOB,42.4821297723275,3.20216928396848,157523.73719579,rep_cluster_2335,Single replicons,4919282,55.5555555555556,4,circular,PTU-E3
GCF_013740195,NZ_CP056713.1,Enterobacter,Enterobacter asburiae,non-mobilizable,8608,No MOB,1.43112897081616,0.250425939817752,12319.1581807855,rep_cluster_2335,Single replicons,4919282,51.4753717472119,4,circular,-
GCF_013740195,NZ_CP056714.1,Enterobacter,Enterobacter asburiae,non-mobilizable,6149,No MOB,83.092536117707,10.3863938799967,510936.004587781,-,Single replicons,4919282,36.4124247845178,4,circular,-
GCF_013740655,NZ_CP056459.1,Enterobacter,Enterobacter hormaechei,mobilizable,2495,No MOB,53.562365745733,2.7971384920439,133638.102535604,rep_cluster_2335,Single replicons,4777672,51.4629258517034,4,circular,PTU-E52
GCF_013740655,NZ_CP056458.1,Enterobacter,Enterobacter hormaechei,non-mobilizable,2746,No MOB,55.1631587276468,3.17054067056336,151478.033866118,rep_cluster_2335,Single replicons,4777672,49.8543335761107,4,circular,-
GCF_013740655,NZ_CP056456.1,Enterobacter,Enterobacter hormaechei,non-mobilizable,111966,No MOB,1.05515498355519,2.47278345790043,118141.482888741,"IncFIB,IncFII",Multiple replicons,4777672,52.9857278102281,4,circular,PTU-E60
GCF_013740655,NZ_CP056457.1,Enterobacter,Enterobacter hormaechei,mobilizable,87106,No MOB,1.79925103447091,3.28037505732129,156725.560608623,"IncFIA,rep_cluster_1418",Multiple replicons,4777672,52.0756319886116,4,circular,-
GCF_013742375,NZ_CP056736.1,Enterobacter,Enterobacter hormaechei,mobilizable,2495,No MOB,20.673678086385,1.0712431044354,51580.8268255306,rep_cluster_2335,Single replicons,4815044,51.4228456913828,9,circular,-
GCF_013742375,NZ_CP056734.1,Enterobacter,Enterobacter hormaechei,mobilizable,3813,No MOB,29.5519922230705,2.34020179974612,112681.746346568,rep_cluster_2335,Single replicons,4815044,45.7382638342512,9,circular,-
GCF_013742375,NZ_CP056731.1,Enterobacter,Enterobacter hormaechei,mobilizable,5523,MOBP,22.9883603289806,2.63683393333394,126964.71409696,rep_cluster_2335,Single replicons,4815044,50.6246605105921,9,circular,PTU-E3
GCF_013742375,NZ_CP056732.1,Enterobacter,Enterobacter hormaechei,mobilizable,5299,MOBQ,44.9015458347416,4.94145622300223,237933.291378296,"rep_cluster_2131,rep_cluster_2370",Multiple replicons,4815044,49.4621626722023,9,circular,-
GCF_013742375,NZ_CP056730.1,Enterobacter,Enterobacter hormaechei,non-mobilizable,48470,No MOB,1.98033175869598,1.99347462544463,95986.680343994,IncR,Single replicons,4815044,56.2719207757376,9,circular,-
GCF_013742375,NZ_CP056728.1,Enterobacter,Enterobacter hormaechei,non-mobilizable,96235,No MOB,1.34902565818596,2.69620556355303,129823.484215526,"IncFIB,IncFII",Multiple replicons,4815044,51.7659895048579,9,circular,PTU-E60
GCF_013742375,NZ_CP056729.1,Enterobacter,Enterobacter hormaechei,non-mobilizable,87112,No MOB,2.13405562804052,3.86085472676606,185901.853869866,"IncFIA,rep_cluster_1418",Multiple replicons,4815044,52.1432179263477,9,circular,-
GCF_013742375,NZ_CP056733.1,Enterobacter,Enterobacter hormaechei,mobilizable,5259,No MOB,26.8358892950681,2.93102081315899,141129.941802763,ColRNAI_rep_cluster_1987,Single replicons,4815044,43.4112949229892,9,circular,-
GCF_013742375,NZ_CP056735.1,Enterobacter,Enterobacter hormaechei,non-mobilizable,3726,No MOB,5.9600133895249,0.461200559940258,22207.0098893698,-,Single replicons,4815044,32.313472893183,9,circular,-
GCF_013742615,NZ_CP056741.1,Enterobacter,Enterobacter roggenkampii,mobilizable,7693,MOBP,14.7239874445041,2.22344080516505,113271.63541057,rep_cluster_2335,Single replicons,5094430,50.9684128428441,4,circular,PTU-E3
GCF_013742615,NZ_CP056739.1,Enterobacter,Enterobacter roggenkampii,conjugative,100493,MOBF,1.22670093389639,2.41979685558639,123274.856950049,"IncFII,IncR",Multiple replicons,5094430,53.8246445026022,4,circular,PTU-E60
GCF_013742615,NZ_CP056740.1,Enterobacter,Enterobacter roggenkampii,non-mobilizable,13542,No MOB,18.4336968705056,4.90004029931487,249629.123020386,-,Single replicons,5094430,53.2417663565205,4,circular,-
GCF_013743295,NZ_CP056746.1,Enterobacter,Enterobacter hormaechei,mobilizable,4783,Multiple MOB,32.1612460321101,3.21825552841663,153827.239771583,rep_cluster_2335,Single replicons,4779833,52.5193393267824,4,circular,-
GCF_013743295,NZ_CP056745.1,Enterobacter,Enterobacter hormaechei,mobilizable,4853,Multiple MOB,28.9630638625761,2.9406414183316,140557.748925082,rep_cluster_2335,Single replicons,4779833,52.4417885843808,4,circular,-
GCF_013743295,NZ_CP056743.1,Enterobacter,Enterobacter hormaechei,non-mobilizable,58103,No MOB,2.11912753312648,2.57598261397935,123127.667057248,IncR,Single replicons,4779833,55.5031581846032,4,circular,-
GCF_013743295,NZ_CP056744.1,Enterobacter,Enterobacter hormaechei,mobilizable,5321,MOBP,29.0347812266184,3.23220645798371,154494.070906837,ColRNAI_rep_cluster_1987,Single replicons,4779833,55.0648374365721,4,circular,PTU-E3
GCF_013743755,NZ_CP056750.1,Enterobacter,Enterobacter hormaechei,mobilizable,2495,No MOB,42.293139352621,2.24280805336057,105521.38268479,"rep_cluster_2335,rep_cluster_2358",Multiple replicons,4704878,51.4629258517034,3,circular,-
GCF_013743755,NZ_CP056749.1,Enterobacter,Enterobacter hormaechei,mobilizable,4783,Multiple MOB,27.3503393436291,2.78044772001693,130816.673080578,rep_cluster_2335,Single replicons,4704878,52.4984319464771,3,circular,-
GCF_013743935,NZ_CP056755.1,Enterobacter,Enterobacter hormaechei,mobilizable,4783,Multiple MOB,30.0898938698348,3.01098306948004,143919.96237942,rep_cluster_2335,Single replicons,4779833,52.5193393267824,4,circular,PTU-E3
GCF_013743935,NZ_CP056754.1,Enterobacter,Enterobacter hormaechei,mobilizable,4853,Multiple MOB,27.0248731929847,2.74385547791219,131151.709605555,rep_cluster_2335,Single replicons,4779833,52.4417885843808,4,circular,PTU-E3
GCF_013743935,NZ_CP056752.1,Enterobacter,Enterobacter hormaechei,non-mobilizable,58103,No MOB,2.14873300835115,2.61197062709569,124847.833984227,IncR,Single replicons,4779833,55.5031581846032,4,circular,-
GCF_013743935,NZ_CP056753.1,Enterobacter,Enterobacter hormaechei,mobilizable,5321,MOBP,26.6882474315313,2.97098590229361,142008.164583178,ColRNAI_rep_cluster_1987,Single replicons,4779833,55.0648374365721,4,circular,PTU-E3
GCF_013744415,NZ_CP056759.1,Enterobacter,Enterobacter hormaechei,mobilizable,2495,No MOB,33.2630370274074,1.73851344794305,82991.2773833815,rep_cluster_2335,Single replicons,4773692,51.4629258517034,3,circular,-
GCF_013744415,NZ_CP056758.1,Enterobacter,Enterobacter hormaechei,mobilizable,4784,Multiple MOB,20.3129359393998,2.03567983720124,97177.0855340888,rep_cluster_2335,Single replicons,4773692,52.5083612040134,3,circular,PTU-E3
GCF_013744415,NZ_CP056757.1,Enterobacter,Enterobacter hormaechei,mobilizable,80766,No MOB,2.0852878179497,3.52809431158368,168420.355904525,IncR,Single replicons,4773692,54.3756035955724,3,circular,-
GCF_013747035,NZ_CP056710.1,Enterobacter,Enterobacter hormaechei,mobilizable,2519,No MOB,21.0766681841854,1.1298105925972,53092.127155963,rep_cluster_2335,Single replicons,4699206,51.6871774513696,3,circular,-
GCF_013747035,NZ_CP056709.1,Enterobacter,Enterobacter hormaechei,mobilizable,4921,MOBP,10.6823672778882,1.11865556382265,52567.9293744879,rep_cluster_2335,Single replicons,4699206,54.9278601910181,3,circular,PTU-E3
GCF_013749735,NZ_CP056555.1,Enterobacter,Enterobacter sp.,mobilizable,4426,Multiple MOB,140.14382606886,12.2560106054313,620276.574180775,rep_cluster_2335,Single replicons,5060999,54.0442837776774,3,circular,PTU-E3
GCF_013749735,NZ_CP056553.1,Enterobacter,Enterobacter sp.,conjugative,163659,MOBF,1.13603020451743,3.67361398888083,185921.567241119,"IncFIA,IncFII",Multiple replicons,5060999,52.5256783922668,3,circular,-
GCF_013749735,NZ_CP056554.1,Enterobacter,Enterobacter sp.,mobilizable,5631,MOBP,60.0055447390831,6.67637402073735,337891.222425777,-,Single replicons,5060999,49.8490499023264,3,circular,-
GCF_013782005,NZ_CP056127.1,Enterobacter,Enterobacter asburiae,mobilizable,70650,No MOB,1.94912340667316,3.00224709612381,137705.568681459,"IncFIA,IncFIB",Multiple replicons,4586750,53.4791224345364,2,circular,-
GCF_013782005,NZ_CP056128.1,Enterobacter,Enterobacter asburiae,mobilizable,2722,No MOB,53.9004907324587,3.198716646291,146717.135773753,ColRNAI_rep_cluster_1987,Single replicons,4586750,48.2365907421014,2,circular,-
GCF_013784105,NZ_CP056394.1,Enterobacter,Enterobacter sp.,conjugative,89835,MOBF,1.11945200441971,2.0405834232132,100565.970817045,"IncFIA,IncFII",Multiple replicons,4928295,54.0279401124283,1,circular,-
GCF_014169295,NZ_AP022131.1,Enterobacter,Enterobacter cloacae,mobilizable,4666,Multiple MOB,12.0189017325318,1.07954692074162,56080.1954839934,rep_cluster_2335,Single replicons,5194790,51.3287612516074,6,circular,PTU-E3
GCF_014169295,NZ_AP022128.1,Enterobacter,Enterobacter cloacae,conjugative,92491,MOBP,4.42748087757994,7.8829391341757,409502.133848246,"IncL/M,rep_cluster_1254",Multiple replicons,5194790,51.0330734882313,6,circular,PTU-L/M
GCF_014169295,NZ_AP022127.1,Enterobacter,Enterobacter cloacae,non-mobilizable,207601,No MOB,1.58835321725714,6.34758510461057,329743.716255799,Col(VCM04),Single replicons,5194790,49.2998588638783,6,circular,PTU-E40
GCF_014169295,NZ_AP022132.1,Enterobacter,Enterobacter cloacae,mobilizable,2049,MOBV,38.3283628086346,1.51179961836556,78534.8153948923,-,Single replicons,5194790,52.8062469497316,6,circular,-
GCF_014169295,NZ_AP022130.1,Enterobacter,Enterobacter cloacae,mobilizable,4844,MOBP,12.2837872126326,1.1454296565981,59502.6652579924,-,Single replicons,5194790,53.1791907514451,6,circular,-
GCF_014169295,NZ_AP022129.1,Enterobacter,Enterobacter cloacae,conjugative,56317,MOBP,2.37925983106333,2.57936848084319,133992.775905994,-,Single replicons,5194790,48.5057797823037,6,circular,PTU-X3
GCF_015135855,NZ_AP022449.1,Enterobacter,Enterobacter kobei,mobilizable,38551,MOBP,2.3149691335793,1.78484573598209,89244.3750686155,rep_cluster_573,Single replicons,5000117,59.5678451920832,5,circular,-
GCF_015135855,NZ_AP022451.1,Enterobacter,Enterobacter kobei,mobilizable,2214,No MOB,18.5619904134516,0.821905702914187,41096.2467753818,rep_cluster_2335,Single replicons,5000117,50.9936766034327,5,circular,-
GCF_015135855,NZ_AP022448.1,Enterobacter,Enterobacter kobei,conjugative,87293,MOBF,1.13874870489529,1.98804929357503,99404.7906964248,rep_cluster_2183,Single replicons,5000117,53.8416596977994,5,circular,PTU-E46
GCF_015135855,NZ_AP022450.1,Enterobacter,Enterobacter kobei,mobilizable,5650,MOBP,8.07296119429973,0.912223268931377,45612.2307477935,-,Single replicons,5000117,54.6548672566372,5,circular,-
GCF_015136055,NZ_AP022461.1,Enterobacter,Enterobacter kobei,non-mobilizable,2883,No MOB,13.0572339941676,0.739349135701407,37644.0056051853,rep_cluster_2335,Single replicons,5091506,49.7745404092959,12,circular,-
GCF_015136055,NZ_AP022457.1,Enterobacter,Enterobacter kobei,mobilizable,4783,Multiple MOB,9.47337347303001,0.889936009532397,45311.1453215025,rep_cluster_2335,Single replicons,5091506,52.4984319464771,12,circular,PTU-E3
GCF_015136055,NZ_AP022455.1,Enterobacter,Enterobacter kobei,mobilizable,5947,Multiple MOB,6.28668192716071,0.734299388448619,37386.8974208248,rep_cluster_2335,Single replicons,5091506,51.3872540776862,12,circular,PTU-E3
GCF_015136055,NZ_AP022459.1,Enterobacter,Enterobacter kobei,mobilizable,3631,MOBQ,11.2821727390623,0.804586486111087,40965.5692155352,rep_cluster_1778,Single replicons,5091506,55.0812448361333,12,circular,-
GCF_015136055,NZ_AP022464.1,Enterobacter,Enterobacter kobei,mobilizable,2544,MOBV,28.5053519967524,1.42428616365645,72517.6154797381,Col(IMGS31),Single replicons,5091506,33.6477987421384,12,circular,-
GCF_015136055,NZ_AP022463.1,Enterobacter,Enterobacter kobei,non-mobilizable,2689,No MOB,31.0416146397191,1.63941477759635,83470.9017662047,-,Single replicons,5091506,47.5641502417255,12,circular,-
